1454,1673
819,60
184,983
446,857
186,245
511,1131
131,2877
233,18
107,288
88,256
217,1858
148,1908
913,8
32,199
16,2319
1740,4755
607,2234
351,1146
949,10
274,1961
22,711
241,587
153,1167
397,250
280,1410
327,152
5,530
123,36
237,211
68,869
257,2031
108,3681
963,4677
219,1260
767,3914
90,2074
632,1325
989,2412
1266,468
245,26
17,320
426,2151
437,1423
429,3089
225,1182
363,113
179,419
301,2980
203,1928
896,138
369,2223
22,1643
41,2890
111,289
755,2106
153,1334
407,511
28,1111
592,83
341,379
1474,149
375,710
150,451
324,3607
11,1540
29,109
1241,2377
119,29
139,2458
294,951
16,1829
432,1619
1325,1662
1264,465
351,422
301,816
275,1173
508,3068
354,413
67,74
190,276
266,718
59,2483
124,15
768,1855
73,65
889,146
55,1181
531,2062
377,3126
941,901
578,105
748,427
357,923
470,825
178,89
97,1398
1085,5006
521,357
301,420
577,2106
156,604
486,162
315,1472
190,75
240,839
1095,272
472,1440
1356,1541
44,2629
41,120
977,3130
76,626
1148,772
1460,496
820,482
197,191
770,21
52,3063
646,108
98,1351
187,4262
208,2220
326,941
193,1252
1291,580
21,720
54,414
798,1386
487,521
28,165
384,156
8,374
633,501
196,2980
1142,49
333,1538
198,2097
312,60
27,3118
28,820
334,2382
223,972
531,1939
810,125
801,765
192,884
1410,148
133,1172
485,3106
749,3258
174,733
1768,524
305,592
344,33
73,3723
891,272
1164,1961
448,545
338,2316
570,891
522,55
631,523
116,2126
110,613
152,910
75,832
19,316
169,923
19,627
1967,4680
987,1007
575,65
20,254
470,4083
89,6370
24,33
195,859
875,265
403,1363
1165,2779
592,1623
29,1130
145,1273
485,586
415,1561
100,93
667,3457
200,345
133,4830
101,3648
25,230
121,1280
61,2328
1203,688
140,3816
293,1195
162,374
733,1374
511,392
567,1151
286,727
1051,246
234,167
587,29
261,470
165,486
390,1221
214,177
1143,2137
1180,3309
638,2558
57,737
536,1921
1101,607
955,1742
200,489
1701,276
242,899
487,922
180,1578
182,1747
58,684
61,999
250,983
161,967
931,483
54,6338
1963,595
10,3734
1035,428
434,161
889,207
343,2207
2754,1487
162,8
181,1633
347,1718
316,1687
271,916
15,1331
95,1016
115,686
47,839
303,4514
140,1998
910,18
252,571
0,285
102,3430
551,627
1186,2388
947,269
281,1817
28,866
373,2326
340,784
413,665
287,1860
326,5803
234,484
102,246
234,422
966,580
320,1081
36,201
1257,1697
139,3718
610,67
99,1292
353,1187
66,2716
568,1320
397,1993
930,133
327,831
360,1059
2748,368
928,532
166,3239
826,79
672,360
1615,320
534,1967
1012,2042
311,2426
416,8
499,1806
2,1364
1043,1431
102,1419
194,69
323,2121
7,761
265,673
1346,1307
203,315
35,1499
510,379
142,692
680,139
514,129
37,1008
234,2451
7,40
274,33
527,1337
440,88
74,2392
827,1500
147,2927
131,577
387,101
48,452
1,1791
72,1760
87,85
176,1387
531,179
6,498
881,242
1167,48
82,533
421,143
394,2100
331,68
627,373
301,1756
273,1645
515,666
244,1302
2102,115
401,456
78,209
157,805
41,490
1509,81
350,1767
673,219
124,3290
403,3468
277,3119
301,1189
582,2377
1215,1739
244,824
135,543
821,496
523,927
4,1255
304,3513
427,555
357,176
242,190
280,1094
164,1970
288,4181
279,2473
422,4196
825,172
658,1324
50,2404
86,4299
162,386
1054,181
38,566
1347,779
426,1028
847,169
693,1646
155,266
545,427
257,494
238,2269
194,863
54,230
714,1684
1409,104
1824,974
61,185
375,1800
730,1957
500,3482
602,573
407,4090
222,715
221,880
28,542
935,527
830,655
5,407
431,301
452,470
343,3665
495,64
549,3063
108,1586
103,1447
353,665
54,822
559,498
35,1938
20,562
2037,225
765,266
147,285
465,613
911,4317
757,157
242,3238
35,2764
1535,84
353,1349
948,941
296,2882
1122,1032
245,2059
161,183
229,644
165,1107
195,231
113,1765
155,172
135,7
640,381
21,193
1010,248
46,2305
509,7287
597,338
315,956
321,403
1369,3270
364,1118
249,128
141,934
121,2815
88,783
34,1039
924,1150
1796,355
477,1046
75,716
292,25
300,805
1193,143
319,383
843,53
107,279
191,101
216,1289
132,339
352,1555
92,3077
867,1714
199,1265
481,1427
75,679
688,1848
562,725
1390,342
224,1397
5,403
395,6
276,266
574,1460
204,2767
255,780
161,84
367,1269
640,456
237,1724
738,494
394,1340
299,1311
432,364
55,282
361,233
1010,515
277,570
14,1369
1164,238
114,2302
1424,3867
24,3879
1782,927
690,2474
1449,1055
370,2203
650,641
630,407
46,963
488,980
121,515
384,582
252,62
31,212
133,2579
813,1199
254,627
80,279
645,711
1477,14
1199,577
332,229
1089,239
107,3581
274,1672
58,64
326,1880
119,1848
755,1989
236,1129
55,2529
53,1258
1268,1393
765,1546
